"","codigoOC","FechaEnvioOC","NombreOC","DescripcionOC","EstadoOC","ProcedenciaOC","MonedaOC","MontoNetoOC","DescuentosOC","CargosOC","ImpuestosOC","MontoTotalOC","ImpuestosOC_CLP","MontoNetoOC_CLP","MetodoPago","TipoDespacho","Financiamiento","UnidadCompra","UnidadCompraRUT","RegionUnidadCompra","entCode","Institucion","Sector","Proveedor","ProveedorRUT","ActividadProveedor","TamanoProveedor","RegionProveedor","RubroN1","RubroN2","RubroN3","CodigoProductoONU","ONUProducto","NombreItem","DescripcionItem","CantidadItem","UnidadMedida","MonedaItem","MontoNetoItem","DescuentoItem","CargosItem","ImpuestoEspecificoItem","MontoTotalItem","MontoNetoItemCLP","CodigoCotizacion","NombreCotizacion","DescripcionCotizacion","FechaPublicacionCotizacion","FechaCierreCotizacion","MontoDisponible","DescripcionProducto","CodigoProductoCotizadoONU","ProductoCotizado","CantidadSolicitada","ProveedorCotizacion","RUTProveedorCotizacion","DetalleCotizacion","PrecioUnitarioCotizacion","PrecioTotalItemCotizacion","MontoNetoCotizacion","MontoDespachoCotizacion","MontoTotalCotizacion","ProveedorSeleccionado"
"11","1058012-1774-AG24","22-07-2024 0:00:00","(FAR) COMPRA ALTERNATIVA CONTROLADOS JULIO / METILFENIDATO 36 MG CM LP","COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-1536-SE24. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 3 DÍAS HÁBILES SEGÚN COTIZACIÓN. ZGEN 100006139. REF 1058012-443-COT24.","Recepcion Conforme","Compra Agil","CLP",255300,0,0,48507,303807,48507,255300,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Fármarcos","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","Exeltis Chile SpA","76.383.221-K","Farmaceutico","1.0","Región Metropolitana de Santiago","Medicamentos y productos farmacéuticos","Medicamentos para el sistema nervioso central","Estimulantes / anoréxicos",51142618,"Clorhidrato de metilfenidato","Clorhidrato de metilfenidato","212-7400 METILFENIDATO 36 MG CM",300,"Comprimido","CLP",851,0,0,NA,255300,255300,"1058012-443-COT24","COMPRA ALTERNATIVA/ METILFENIDATO 36 MG CM","EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE  METILFENIDATO 36 MG CM. INDICAR AL COTIZAR:  VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO,  ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE  TRASLADO y ESPECIFICAR FECHA DE ENTREGA,  INDICAR  SI CUENTA CON STOCK PARA DESPACHO INMEDIATO.  SE DESESTIMARÁ OFERTA QUE INDIQUE  VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.","25-06-2024 0:00:00","26-06-2024 0:00:00",3e+05,"METILFENIDATO 36 MG CM",51142618,"Clorhidrato de metilfenidato",300,"Exeltis Chile SpA","76.383.221-K","236795 OSMETIL 36 mg Metilfenidato 36 mg Cada frasco contiene 30 comprimidos recubiertos de liberaci?n osm?tica prolongada. Entrega 3 d?as h?biles. Monto m?nimo de despacho y facturaci?n $100.000 Neto (Vence 31-jul.-2025",851,255300,255300,0,303807,"SI"
"12","1057402-7471-AG24","23-07-2024 0:00:00","COMPRA.ALT/JUL.BOTON.GASTR.14(INS)","COMPRA.ALT/JUL.BOTON.GASTR.14(INS) FLETE AEREO CARGO PROVEEDOR COT: 1057402-1056-COT24 COMPRA ALTERNATIVA DE LAS ORDENES 1057402-5833-SE24 - 1057402-5834-SE24","Recepcion Conforme","Compra Agil","CLP",194000,0,0,36860,230860,36860,194000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","FABRICACION Y ARMADOS DE PRODUCTOS MEDICOS E INDUSTRIALES LIMITADA","76.015.781-3","FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS N.C.P.| VENTA AL POR MAYOR NO ESPECIALIZADA","2.0","Región Metropolitana de Santiago","Equipamiento y suministros médicos","Nutrición clínica","Accesorios o dispositivos de acceso de jejunostomía y gastrostomía",42231609,"Kits de tubos de alimentación por gastrostomía","Kits de tubos de alimentación por gastrostomía","222-0024-3 BOTON GASTROSTOMIA 14 FR X 2,5 CM",2,"Unidad","CLP",97000,0,0,NA,194000,194000,"1057402-1056-COT24","BOTON GASTROSTOMIA  14 FR X 2,5 CM","Favor indicar el flete ofrecido.","17-07-2024 0:00:00","18-07-2024 0:00:00",150000,"BOTON GASTROSTOMIA 14 FR X 2,5 CM",42231609,"Kits de tubos de alimentación por gastrostomía",2,"FABRICACION Y ARMADOS DE PRODUCTOS MEDICOS E INDUSTRIALES LIMITADA","76.015.781-3","BOTON GASTROSTOMIA 14 FR X 2,5 CM, KIT COMPLETO DESPACHO 02 DÍAS SYLEX",97000,194000,194000,0,230860,"SI"
"13","1057402-7135-AG24","18-07-2024 0:00:00","(5074) Adquisición de cables ECG completo, cables 3 derivaciones y sensores SPO2 Reutilizable para monitores multiparámetros Spacelabs. Compra ágil: 1057402-1009-COT24","COMPRA ÁGIL, Según I.T. 275, de 01-07-2024, del Dpto. de Equipos Médicos, por la adquisición de  Cables ECG completo, cables 3 derivaciones y sensores SPO2 Reutilizable para monitores multiparámetros Spacelabs, para UTI 5to piso.  Orden de Compra código: 1057402-7135-AG24 dirigida a FRANKFERT SPA  Encargado Técnico: Jefe Dpto. Equipos Médicos: fono: 612293018 - correo: dagoberto.hernandez@redsalud.gob.cl  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo: alex.garay@redsalud.gob.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE: fono: 612453660 - correo: frank.silva@redsalud.gob.cl  Encargado de Compra: Jefe Unidad de Compra Operaciones: fono 612293243 - correo: francisco.aguilar@redsalud.gob.cl","Recepcion Conforme","Compra Agil","CLP",1272000,0,0,241680,1513680,725040,1272000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","FRANKFERT SPA","76.865.249-k","comercio al por menor no realizado en almacenes","4.0","Región Metropolitana de Santiago","Equipamiento para laboratorios","Instrumentos de medida y experimentación","Suministros y equipos para tratamiento de enfermos",41116203,"Accesorios de monitores o medidores","Accesorios de monitores o medidores","CABLE ECG COMPLETO PARA MONITORES MULTIPARÁMETROS SPACELABS",12,"Unidad","CLP",42000,0,0,NA,504000,504000,"1057402-1009-COT24","(5074) Cables ECG completo, cables 3 derivaciones y sensores SPO2 Reutilizable para monitores multiparámetros Spacelabs.","El Hospital requiere comprar cables ECG completo, cables 3 derivaciones y sensores SPO2 Reutilizable para monitores multiparámetros Spacelabs. Se adjuntan imagenes de referencia.   Nota: SE REQUIERE CON ENTREGA INMEDIATA.        FLETE A CARGO DEL PROVEEDOR HASTA EL DOMICILIO DEL HOSPITAL.  Los oferentes deberán adjuntar ficha técnica y/o imagen de los cables troncal SPO2, indicar plazos de entrega.  Adjuntar datos contacto y datos bancarios para pago en formulario adjunto.","03-07-2024 0:00:00","05-07-2024 0:00:00",1600000,"CABLE ECG COMPLETO PARA MONITORES MULTIPARÁMETROS SPACELABS",41116203,"Accesorios de monitores o medidores",12,"FRANKFERT SPA","76.865.249-k","STOCK DISPONIBLE PARA ENVIO INMEDIATO, VIA COURIER.",42000,504000,1272000,0,1513680,"SI"
"14","1057402-7298-AG24","15-07-2024 0:00:00","GENERALES/JUL.PUNTA.TUB.CUSA(INS)","GENERALES/JUL.PUNTA.TUB.CUSA(INS) FLETE AEREO CARGO PROVEEDOR COT: 1057402-1046-COT24","Recepcion Conforme","Compra Agil","CLP",590000,0,20000,115900,725900,231800,590000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","PRODUCTOS MEDICOS PROMEDON CHILE S A","78.566.250-4","VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.","1.0","Región Metropolitana de Santiago","Equipamiento para laboratorios","Suministros para laboratorios","Puntas de pipeta",41121606,"Puntas de pipeta para gel","Puntas de pipeta para gel","PUNTA EXCEL NEURO CURVA 12,15 CM",1,"Unidad","CLP",380000,0,0,NA,380000,380000,"1057402-1046-COT24","PUNTA EXCEL NEURO CURVA 12,15 CM - KIT ASP/IRRIG P/PZA DE MANO23 KHZ X","INDICAR EL FLETE OFRECIDO.","12-07-2024 0:00:00","15-07-2024 0:00:00",750000,"PUNTA EXCEL NEURO CURVA 12,15 CM",41121606,"Puntas de pipeta para gel",1,"PRODUCTOS MEDICOS PROMEDON CHILE S A","78.566.250-4","Cotizo los insumos cusa Excel Integra, se cotiza punta standar IN-C3600		KIT ASP/IRRIG P/PZA DE MANO 23 KHZ X  IN-C4601S		EXCEL 23KHZ STANDARDTIP  Punta",380000,380000,610000,20000,725900,"SI"
"15","1057402-7327-AG24","24-07-2024 0:00:00","(MIS) PROYECTO MEL 2024","ID 1057402-1037-COT24. PROYECTO MEL 2024.  - PROYECTOS N° 7 - 8 - 11 - 12 - 18 Y 21","Recepcion Conforme","Compra Agil","CLP",461400,0,0,87666,549066,87666,461400,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","SOCOEX CHILE SPA","77.536.654-0","","3.0","Región Metropolitana de Santiago","Muebles, accesorios, electrodomésticos y productos electrónicos","Aparatos electrodomésticos","Electrodomésticos para cocina",52141523,"Hervidores y teteras","Hervidores y teteras","HERVIDORES DE AGUA DE 20 LITROS DE CAPACIDAD. DE ACERO INOXIDABLE. DOBLE PARED DE AISLACIÓN. POTENCIA 2 KW. ENERGÍA 220 V. MANILLAS ERGONÓMICAS.",6,"Unidad","CLP",76900,0,0,NA,461400,461400,"1057402-1037-COT24","MIS/PROYECTO MEL 2024/HERVIDORES 20 LTS.","SE REQUIERE LA COMPRA DE HERVIDORES DE AGUA DE 20 LITROS DE CAPACIDAD. DE ACERO INOXIDABLE. DOBLE PARED DE AISLACIÓN. POTENCIA 2 KW. ENERGÍA 220 V. MANILLAS ERGONÓMICAS.  **ADJUNTAR FICHA TÉCNICA, CON IMAGEN DE LO COTIZADO**","11-07-2024 0:00:00","12-07-2024 0:00:00",984000,"HERVIDORES DE AGUA DE 20 LITROS DE CAPACIDAD. DE ACERO INOXIDABLE. DOBLE PARED DE AISLACIÓN. POTENCIA 2 KW. ENERGÍA 220 V. MANILLAS ERGONÓMICAS.  **ADJUNTAR FICHA TÉCNICA, CON IMAGEN DE LO COTIZADO**",52141523,"Hervidores y teteras",6,"SOCOEX CHILE SPA","77.536.654-0","Flete incluido a las dependencias del comprador. Despacho en un plazo de 7 días hábiles. Se adjunta ficha técnica por el producto ofertado. VER ANEXOS									",76900,461400,461400,0,549066,"SI"
"16","1085944-4-AG24","15-07-2024 0:00:00","(MIS) PENDONES PROYECTO GORE","1085944-4-COT24  PENDONES DIFUSION PROYECTOS GORE ITEMS -1 PENDON PROYECTO N°1 CEM -2 PENDONES PROYECTO N°3 PdC -2 PENDONES PROYECTO N°4 CRPB -1 PENDON PROYECTO N°6 EPTR  FORMA DE PAGO CONTADO CONTRA RECEPCION CONFORME FACTURACION : EMITIR 1 FACTURA POR CADA ITEMS CONTACTO:612-293063","Recepcion Conforme","Compra Agil","CLP",272250,0,0,51727.5,323977.5,206910,272250,"Otro, Ver Instrucciones","Despachar a Dirección de envío","13733","Fondos Extrapresupuestarios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","adrian maldonado solis, grabados y publicidad EIRL","76.475.078-0","grabados y publicidad","4.0","Región de Magallanes y de la Antártica","Servicios editoriales, de diseño, publicidad, gráficos y artistas","Publicidad","Publicidad impresa",82101502,"Publicidad en carteles","Publicidad en carteles","PENDÓN ROLLER 200*90CM (PROYECTO 3 PDC)IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTA FORMATO DE REFERENCIA",2,"Unidad","CLP",45375,0,0,NA,90750,90750,"1085944-4-COT24","(MIS) PENDÓN ROLLER/GORE","6 UD PENDÓN ROLLER, DIMENSIÓN 200X90CM, IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTAN FORMATOS DE REFERENCIA **ADJUNTAR COTIZACION CON CARACTERISTICA TECNICA DEL PRODUCTO **PLAZO ENTREGA 1 DÍA DESDE LA EMISIÓN DE LA OC **DISEÑOS ORIGINALES SERÁN ENVIADOS AL PROVEEDOR UNA VEZ EMITIDA LA OC. **VALOR ESTIMADO INCLUYE IVA Y FLETE.","11-07-2024 0:00:00","12-07-2024 0:00:00",360000,"PENDÓN ROLLER 200*90CM (PROYECTO 4 CRPB) IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTA FORMATO DE REFERENCIA",82101502,"Publicidad en carteles",2,"adrian maldonado solis, grabados y publicidad EIRL","76.475.078-0","PLAZO ENTREGA 01 DIA HABIL",45375,90750,272250,0,323977,"SI"
"17","1057402-7703-AG24","30-07-2024 0:00:00","NEUROCIRUGIA/JULIO/AC. POLIGL.(J335) (iNS)","1057402-1079-COT24 FLETE TERRESTRE CARGO PROVEEDOR PEDIDO NEUROCIRUGIA, JULIO, SUT.POLIGLICOLICO 1 GI / OBG 26 MM(J335)","Recepcion Conforme","Compra Agil","CLP",226800,0,0,43092,269892,43092,226800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","DROGUERIA HOFMANN SAC","92.288.000-k","VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.","1.0","Región Metropolitana de Santiago","Equipamiento y suministros médicos","Productos para el cuidado de heridas","Sutura y productos relacionados",42312206,"Agujas de sutura","Agujas de sutura","224-9060	SUT.POLIGLICOLICO 1 GI / OBG 26 MM(J335)",180,"Unidad","CLP",1260,0,0,NA,226800,226800,"1057402-1079-COT24","ACIDO POLIGLICOLICO 1 1/2 CIRCULAR 26 MM CT 2 (TIPO J335H )","ACIDO POLIGLICOLICO 1 1/2 CIRCULAR 26 MM CT 2 (TIPO J335H ), PARA USO EN PROCEDIMIENTOS NEUROQUIRÚRGICOS. SE REQUIERE ADJUNTAR FICHA TÉCNICA","24-07-2024 0:00:00","25-07-2024 0:00:00",615000,"ACIDO POLIGLICOLICO 1 1/2 CIRCULAR 26 MM CT 2 (TIPO J335H )",42312206,"Agujas de sutura",180,"DROGUERIA HOFMANN SAC","92.288.000-k","PLAZO DE ENTREGA 12 DIAS HABILES. MONTO MINIMO PARA DESPACHO $100.000.  Ante cualquier duda comunicarse al correo carolina.guzman@hofmann.cl // Cel +56952181273",1260,226800,226800,0,269892,"SI"
"18","1058012-1775-AG24","22-07-2024 0:00:00","(FAR) COMPRA ALTERNATIVA CONTROLADOS JULIO / METILFENIDATO 27 MG CM LP","COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-1535-SE24. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 3 DÍAS HÁBILE SSEGÚN COTIZACIÓN. ZGEN 100006138. REF 1058012-444-COT24.","Recepcion Conforme","Compra Agil","CLP",240600,0,0,45714,286314,45714,240600,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Fármarcos","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","Exeltis Chile SpA","76.383.221-K","Farmaceutico","1.0","Región Metropolitana de Santiago","Medicamentos y productos farmacéuticos","Medicamentos para el sistema nervioso central","Estimulantes / anoréxicos",51142618,"Clorhidrato de metilfenidato","Clorhidrato de metilfenidato","212-1088 METILFENIDATO 27 MG CM",300,"Comprimido","CLP",802,0,0,NA,240600,240600,"1058012-444-COT24","COMPRA ALTERNATIVA/ METILFENIDATO 27 MG CM","EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE   METILFENIDATO 27 MG CM. INDICAR AL COTIZAR:  VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO,  ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE  TRASLADO y ESPECIFICAR FECHA DE ENTREGA,  INDICAR  SI CUENTA CON STOCK PARA DESPACHO INMEDIATO.  SE DESESTIMARÁ OFERTA QUE INDIQUE  VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.","25-06-2024 0:00:00","26-06-2024 0:00:00",4e+05,"METILFENIDATO 27 MG CM",51142618,"Clorhidrato de metilfenidato",300,"Exeltis Chile SpA","76.383.221-K","236794	OSMETIL 27 mg Metilfenidato 27 mg Cada frasco contiene 30 comprimidos recubiertos de liberaci?n osm?tica prolongada. Entrega 3 d?as h?biles. Monto m?nimo de despacho yfacturaci?n $100.000 Neto. (vence 30-nov.-2025",802,240600,240600,0,286314,"SI"
"19","1057402-7736-AG24","01-08-2024 0:00:00","(5074) ADQ. BROCAS PARA REPARACIONES. Compra ágil: 1057402-1086-COT24","De acuerdo a MMT093 de fecha 09-05-2024 de la Unidad de Mantenimiento, se requiere la adquisición de brocas para realizar trabajos de mantenimiento y reparaciones en areas generales.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",248000,0,0,47120,295120,518320,248000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Herramientas y maquinaria en general","Herramientas manuales","Accesorios para herramientas",27112801,"Brocas","Brocas","Set de brocas paleta de 8 a 32 MM",2,"Kit","CLP",4000,0,0,NA,8000,8000,"1057402-1086-COT24","(5074) Adquisición de brocas.","El Hospital requiere la adquisición de brocas para realizar reparaciones.   -FLETE A CARGO DEL PROVEEDOR PUESTO EN BODEGA DEL HOSPITAL.","25-07-2024 0:00:00","29-07-2024 0:00:00",3e+05,"Brocas para ceramico y porcelanato punta flecha de 8 MM",27112801,"Brocas",10,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",2500,25000,248000,0,295120,"SI"
"20","1057402-7465-AG24","19-07-2024 0:00:00","PENDÓN ROLLER HOSPITAL AMIGO","1057402-1062-COT24  PENDON ROLLER PARA SALA DE ESPERA URGENCIA , SOLICITADO UNIDAD INNOVACIÓN Y DESARROLLO SUBDIRECCIÓN MÉDICA","Recepcion Conforme","Compra Agil","CLP",37815,0,0,7184.85,44999.85,7184.85,37815,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","adrian maldonado solis, grabados y publicidad EIRL","76.475.078-0","grabados y publicidad","4.0","Región de Magallanes y de la Antártica","Servicios editoriales, de diseño, publicidad, gráficos y artistas","Publicidad","Publicidad impresa",82101502,"Publicidad en carteles","Publicidad en carteles","550-0700-1 PENDÓN ROLLER 200*80 CM , IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTA FORMATO DE REFERENCIA",1,"Unidad","CLP",37815,0,0,NA,37815,37815,"1057402-1062-COT24","(MIS) PENDÓN ROLLER/ HOSPITAL AMIGO","1 UD PENDÓN ROLLER, DIMENSIÓN 200X80CM, IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTAN FORMATOS DE REFERENCIA **ADJUNTAR COTIZACION CON CARACTERISTICA TECNICA DEL PRODUCTO **PLAZO ENTREGA 1 DÍA DESDE LA EMISIÓN DE LA OC **DISEÑOS ORIGINALES SERÁN ENVIADOS AL PROVEEDOR UNA VEZ EMITIDA LA OC. **VALOR ESTIMADO INCLUYE IVA Y FLETE.","18-07-2024 0:00:00","19-07-2024 0:00:00",50000,"PENDÓN ROLLER 200*80 CM , IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTA FORMATO DE REFERENCIA",82101502,"Publicidad en carteles",1,"adrian maldonado solis, grabados y publicidad EIRL","76.475.078-0","PENDÓN ROLLER 200*80 CM , IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, PLAZO ENTREGA 01 DIA HABIL",37815,37815,37815,0,44999,"SI"
"21","1058012-1850-AG24","30-07-2024 0:00:00","RECETARIO MAGISTRAL EXTERNO/ L-ISOLEUCINA 30 MG CP Y L-VALINA 30 MG CP","PEDIDO  RECETARIO MAGISTRAL EXTERNO. COMPRA AGIL DESPACHO PARCIAL DE ACUERDO A LO SOLICITADO POR Q.F. COORDINAR CON RODRIGO BARRIA AL 61-2293466 O AL CORREO ELECTRONICO rodrigo.barria.b@redsalud.gob.cl 1058012-510-COT24","Recepcion Conforme","Compra Agil","CLP",309600,0,0,58824,368424,117648,309600,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Fármarcos","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","FARMACEUTICA BIOFORMULA LIMITADA","76.030.398-4","FARMACIAS INDEPENDIENTES| VENTA AL POR MENOR DE PRODUCTOS MEDICINALES| VENTA AL POR MENOR DE ARTICULOS DE TOCADOR Y COSMETICOS","2.0","Región Metropolitana de Santiago","Salud, servicios sanitarios y alimentación","Medicina y servicios de salud","Farmacéuticos",85121901,"Recetarios magistrales","Recetarios magistrales","214-0054 L-VALINA 30 MG CP",960,"Cápsula","CLP",120,0,0,NA,115200,115200,"1058012-510-COT24","RECETARIO MAGISTRAL EXTERNO/ L-ISOLEUCINA 30 MG CP Y L-VALINA 30 MG CP","EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE L-ISOLEUCINA 30 MG CP Y L-VALINA 30 MG CP. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (MG), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.","23-07-2024 0:00:00","24-07-2024 0:00:00",6e+05,"L-ISOLEUCINA 30 MG CP",85121901,"Recetarios magistrales",1080,"FARMACEUTICA BIOFORMULA LIMITADA","76.030.398-4","Productos de Recetario Magistral, Venicimiento 40 dias segun DS79. Despacho en 48 a 72 hrs. Monto de Facturacion minima para despacho $40.000 + iva",180,194400,309600,0,368424,"SI"
"22","1057402-7736-AG24","01-08-2024 0:00:00","(5074) ADQ. BROCAS PARA REPARACIONES. Compra ágil: 1057402-1086-COT24","De acuerdo a MMT093 de fecha 09-05-2024 de la Unidad de Mantenimiento, se requiere la adquisición de brocas para realizar trabajos de mantenimiento y reparaciones en areas generales.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",248000,0,0,47120,295120,518320,248000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Herramientas y maquinaria en general","Herramientas manuales","Accesorios para herramientas",27112801,"Brocas","Brocas","Brocas para acero inoxidable HSS-E de 3 MM",10,"Unidad","CLP",1500,0,0,NA,15000,15000,"1057402-1086-COT24","(5074) Adquisición de brocas.","El Hospital requiere la adquisición de brocas para realizar reparaciones.   -FLETE A CARGO DEL PROVEEDOR PUESTO EN BODEGA DEL HOSPITAL.","25-07-2024 0:00:00","29-07-2024 0:00:00",3e+05,"Set de brocas paleta de 8 a 32 MM",27112801,"Brocas",2,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",4000,8000,248000,0,295120,"SI"
