codigoOC,FechaEnvioOC,NombreOC,DescripcionOC,MontoNetoOC,DescuentosOC,CargosOC,ImpuestosOC,MontoTotalOC,UnidadCompra,Proveedor,ProveedorRUT,ActividadProveedor,TamanoProveedor,RegionProveedor,CodigoProductoONU,DescripcionItem,CantidadItem,UnidadMedida,MontoNetoItem,MontoTotalItem,CodigoCotizacion,DescripcionCotizacion,CodigoProductoCotizadoONU,RUTProveedorCotizacion,DetalleCotizacion
1058012-7371-AG25,6/9/2025,FALTA CENABAST / GLUCAGON 1MG LIOF SOL INYECT FAM,PEDIDO FALTA CENABAST. COMPRA AGIL. DESPACHO A CARGO DEL PROVEEDOR. 1058012-372-COT25,$526.900,000,000,100111,627011,Fármarcos,LABORATORIO ACONFAR CHILE LIMITADA,76.125.564-9,SERVICIOS DE ENVASADO Y EMPAQUE| OTROS PROFESIONALES DE LA SALUD| OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON LA SALUD HUMANA,Pequeña,Región Metropolitana de Santiago,51181508,GLUCAGON 1MG LIOF SOL INYECT FAM,10,Frasco Ampolla,52.690,526900,1058012-372-COT25,"EL HCM REQUIERE GLUCAGON 1MG LIOF SOL INYECT FAM. INDICAR FECHA DE ENTREGA EN BODEGA HCM, FACTOR EMPAQUE, FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA DE NO RESPETAR FECHA ESTIMADA DE ENTREGA. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $1, O QUE SOBREPASE EL VALOR DEL MONTO ESTIMADO O NO CUMPLA CON LOS DIAS Y DOC. SOLICITADOS.",51181508,76.125.564-9,"JOR. FACTURACION MINIMA $50.000+IVA PARA SANTIAGO Y $75.000+IVA PARA REGIONES, DESPACHO: STGO 24-48 HR Y REGIONES 72 HR, UNIDAD MIN. COTIZADA, SE AJUSTARÁ A FACTOR DE EMPAQUE, REG.ISP, FACT.ELECTRONICA. STOCK DISPONIBLE PARA ENTREGA INMEDIATA."
1058012-2929-AG24,12/10/2024,FARMACIA AMBULATORIA DICIEMBRE / SOFOSBUVIR-VELPATASVIR 400-100 MG CM,PEDIDO FARMACIA AMBULATORIA DICIEMBRE. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 3 DÍAS HÁBILES CARGO DEL PROVEEDOR. REF 1058012-671-COT24.,$1.428.000,000,000,271320,1699320,Fármarcos,GADOR LIMITADA,76.084.945-6,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| FABRICACION DE OTROS PRODUCTOS QUIMICOS N.C.P.| FABRICACION DE EQUIPO MEDICO Y QUIRURGICO, Y DE APARATOS ORTOPEDICOS| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.",Grande,Región Metropolitana de Santiago,85121902,SOFOSBUVIR-VELPATASVIR 400-100 MG CM,28,Comprimido,51.000,1428000,1058012-671-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE SOFOSBUVIR-VELPATASVIR 400-100 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",85121902,76.084.945-6,"EPCLUSA 400/100 COMPRIMIDOS RECUBIERTOS SOFOSBUVIR 400 mg - VELPATASVIR 100mg, REFERENTE Estuche contiene 28 comprimidos recubiertos, Reg. ISP.- F-23583-22, Vcto: 30-04-2027, Plazo Entrega: 3 días hábiles, PRECIO ESTUCHE:$1.428.000"
1058012-3013-AG24,19/12/2024,FARMACIA AMBULATORIA URGENTE DICIEMBRE / SOFOSBUVIR-VELPATASVIR 400-100 MG CM,PEDIDO FARMACIA AMBULATORIA URGENTE DICIEMBRE . COMPRA AGIL DESPACHO AÉREO CARGO DEL PROVEEDOR. 1058012-684-COT24,$2.856.000,000,000,542640,3398640,Fármarcos,GADOR LIMITADA,76.084.945-6,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| FABRICACION DE OTROS PRODUCTOS QUIMICOS N.C.P.| FABRICACION DE EQUIPO MEDICO Y QUIRURGICO, Y DE APARATOS ORTOPEDICOS| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.",Grande,Región Metropolitana de Santiago,85121902,SOFOSBUVIR-VELPATASVIR 400-100 MG CM,56,Comprimido,51.000,2856000,1058012-684-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE SOFOSBUVIR-VELPATASVIR 400-100 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",85121902,76.084.945-6,"EPCLUSA 400/100 COMPRIMIDOS RECUBIERTOS SOFOSBUVIR 400 mg - VELPATASVIR 100mg, REFERENTE Estuche contiene 28 comprimidos recubiertos, Reg. ISP.- F-23583/22, Vcto: 30-04-2027, Plazo Ent: 3 dias hábiles, Valor ofertado x Unidad. STOCK DESPACHO INMEDIATO"
1058012-7820-AG25,24/7/2025,FARMACIA DU JULIO / METILPREDNISOLONA ACETATO 80 MG,FARMACIA DU JULIO ADQUISICION A TRAVES DE COMPRA AGIL DESPACHO 24 A 48 HORAS CARGO DEL PROVEEDOR 100001027 REF: 1058012-459-COT25,$1.303.820,000,000,247726,1551546,Fármarcos,PFIZER CHILE S.A.,96.981.250-9,"FABRICACION DE PRODUCTOS DE CONFITERIA| FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFU",Grande,Región Metropolitana de Santiago,51181707,METILPREDNISOLONA ACETATO 80 MG.,35,Ampolla,37.252,1303820,1058012-459-COT25,"EL HCM REQUIERE METILPREDNISOLONA ACETATO 80 MG. INDICAR FECHA DE ENTREGA EN BODEGA HCM, FACTOR EMPAQUE, FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA DE NO RESPETAR FECHA ESTIMADA DE ENTREGA. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $1, O QUE SOBREPASE EL VALOR DEL MONTO ESTIMADO O NO CUMPLA CON LOS DIAS Y DOC. SOLICITADOS.",51181707,96.981.250-9,DEPOMEDROL 80MG - ML - METILPREDNISOLONA. de PFIZER. Precio corresponde a 1 frasco ampolla. Envase de venta caja x 1 Frasco Ampolla. REGISTRO ISP N° F-1276-23 Vencimiento 31-05-2026. Con carta de canje.
1058012-845-AG24,4/9/2024,PEDIDO FARMACIA DOSIS UNITARIA/ METILPREDNISOLONA ACETATO 80 MG,PEDIDO F. DOSIS UNITARIA. COMPRA AGIL DESPACHO AÉREO CARGO DEL PROVEEDOR. 1058012-262-COT24 100001027,$1.419.120,000,000,269633,1688753,Fármarcos,PFIZER CHILE S.A.,96.981.250-9,"FABRICACION DE PRODUCTOS DE CONFITERIA| FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFU",Grande,Región Metropolitana de Santiago,51181707,METILPREDNISOLONA ACETATO 80 MG,40,Unidad,35.478,1419120,1058012-262-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE METILPREDNISOLONA ACETATO 80 MG. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51181707,96.981.250-9,DEPOMEDROL 80MG - ML - METILPREDNISOLONA. de PFIZER. Precio corresponde a 1 frasco ampolla. Envase de venta caja x 1 F A. REG ISP N° F-1276-23. Vencimiento 31-07-2025. Flete incluido en el precio.
1058012-7670-AG25,7/7/2025,FARMACIA AMBULATORIA JULIO / PANCREOLIPASA 5.000 UI GRANULOS,PEDIDO FARMACIA AMBULATORIA JULIO. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 3 DÍAS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. REF 1058012-447-COT25.,$1.044.150,000,000,198389,1242539,Fármarcos,LABORATORIOS RECALCINE SA,91.637.000-8,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",Grande,Región Metropolitana de Santiago,51171910,PANCREOLIPASA 5.000 UI GRANULOS FRASCO 20 GR.,30,Frasco,34.805,1044150,1058012-447-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE PANCREOLIPASA 5.000 UI GRANULOS FRASCO 20 GR. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (FCO), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO Y FECHA ESPECIFICA DE ENTREGA (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",51171910,91.637.000-8,882352 CREON 5.000 FRASCO 20 MG PA PANCREATINA REG ISP B-2707/23 VENCE 30-04-2027 STOCK DESPACHO INMEDIATO COTIZACIÓN LABORATORIOS RECALCINE FLETE INCLUIDO DESPACHO EN 2 DÍAS/48 HORAS MÍN DE FACTURACIÓN 100.000 SE COTIZAN VALORES NETOS
1058012-1806-AG24,26/7/2024,(FAR) COMPRA ALTERNATIVA STOCK CRÍTICO FARMACIA AMBULATORIA JUNIO / FLUTICASONA PROPIONATO MICRONIZADO 50 MCG INH ORAL,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-1651-AG24. FLETE 3 DÍAS SEGÚN COTIZACIÓN. REF 1058012-506-COT24.,$1.339.650,000,000,254534,1594184,Fármarcos,DROGUERÍA ACONCAGUA SPA,76.985.933-0,VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES,Micro,Región Metropolitana de Santiago,51181722,FLUTICASONA PROPIONATO MICRONIZADO 50 MCG AEROSOL PARA INHALACION ORAL (SIN ALCOHOL),39,Unidad,34.350,1339650,1058012-506-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE FLUTICASONA PROPIONATO MICRONIZADO 50 MCG INH ORAL. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",51181722,76.985.933-0,SE ADJUNTA COTIZACIÓN FORMAL Y FICHA DE PRODUCTO CON VENCE MAYOR A 12 MESES. PLAZO DE ENTREGA 2 A 3 DÍAS LUEGO DE EMITIDA LA ÓRDEN DE COMPRA. MÍNIMO DE DESPACHO 180.000 PESOS. REPRESENTANTE DE VENTA MARCEL ACUÑA. 9 75770902 VENTAS2@DROGUERIAACONCAGUA.CL
1058012-1651-AG24,7/1/2024,STOCK CRÍTICO FARMACIA AMBULATORIA JUNIO / FLUTICASONA PROPIONATO MICRONIZADO 50 MCG INH ORAL,PEDIDO STOCK CRÍTICO FARMACIA AMBULATORIA JUNIO. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 48 HRS. SEGÚN COTIZACIÓN. REF 1058012-457-COT24,$1.363.520,000,000,259069,1622589,Fármarcos,ADN FARMACEUTICA SPA,76.786.297-0,DROGUERIA,Micro,Región Metropolitana de Santiago,51181722,FLUTICASONA PROPIONATO MICRONIZADO 50 MCG AEROSOL PARA INHALACION ORAL (SIN ALCOHOL),40,Unidad,34.088,1363520,1058012-457-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE FLUTICASONA PROPIONATO MICRONIZADO 50 MCG AEROSOL PARA INHALACION ORAL (SIN ALCOHOL). INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (UD), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51181722,76.786.297-0,"FLIXOTIDE LF INH 50 MCG X 120 DS*ENTREGA DE 24 A 48 HORAS, VENCE SUPERIOR A 12 MESES, DESPACHO INCLUIDO EN EL PRECIO, SIN MINIMO DE COMPRA, OFERENTE Ximena Silva/9-57438894/xsilva@adnfarmaceutica.cl"
1058012-7391-AG25,6/10/2025,FALTA CENABAST JUNIO/METILPREDNISOLONA 1 G LIOF IV-IM FAM,PEDIDO FALTA CENABAST JUNIO. COMPRA ÁGIL. DESPACHO A CARGO DEL PROVEEDOR. 1058012-374-COT25,$646.627,000,000,122859,769486,Fármarcos,PFIZER CHILE S.A.,96.981.250-9,"FABRICACION DE PRODUCTOS DE CONFITERIA| FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFU",Grande,Región Metropolitana de Santiago,51181707,METILPREDNISOLONA 1G LIOF IV-IM FAN,19,Frasco Ampolla,34.033,646627,1058012-374-COT25,"EL HCM REQUIERE METILPREDNISOLONA 1G LIOF IV-IM FAN. INDICAR FECHA DE ENTREGA EN BODEGA HCM, FACTOR EMPAQUE, FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA DE NO RESPETAR FECHA ESTIMADA DE ENTREGA. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $1, O QUE SOBREPASE EL VALOR DEL MONTO ESTIMADO O NO CUMPLA CON LOS DIAS Y DOC. SOLICITADOS.",51181707,96.981.250-9,SOLU MEDROL 1 GR ACT-O-VIAL METILPREDNISOLONA HEMISUCCINATO DE PFIZER. Precio corresponde a 1 frasco ampolla. Envase de venta caja x 1 frasco Ampolla. REGISTRO ISP N° F-2816-24. Vencimiento: 30-09-2026. MONTO MINIMO PARA DESPACHO 100.000
1058012-7390-AG25,6/10/2025,FALTA CENABAST/DESMOPRESINA 100 MCG/1ML FRA 5 A 6 ML,PEDIDO FALTA CENABAST. COMPRA ÁGIL. DESPACHO A CARGO DEL PROVEEDOR. 1058012-370-COT25,$168.750,000,000,32063,200813,Fármarcos,BPH S.A.,96.519.830-k,VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS,Grande,Región Metropolitana de Santiago,51182101,DESMOPRESINA 100 MCG/1ML FRA 5 A 6 ML,5,Frasco,33.750,168750,1058012-370-COT25,"EL HCM REQUIERE DESMOPRESINA 100 MCG/1ML FRA 5 A 6 ML. INDICAR FECHA DE ENTREGA EN BODEGA HCM, FACTOR EMPAQUE, FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA DE NO RESPETAR FECHA ESTIMADA DE ENTREGA. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $1, O QUE SOBREPASE EL VALOR DEL MONTO ESTIMADO O NO CUMPLA CON LOS DIAS Y DOC. SOLICITADOS.",51182101,96.519.830-k,"DESMOPRESINA ACET. SLN NASAL 10 MCG/D FC 5 ML EAN:7800086789003	VC:31-12-2026 REG:F-26040 EX1.SE COTIZA PRECIO NETO POR FC PARA DESPACHO 2 DIAS, MONTO MINIMO A FACTURAR Y DESPACHAR $120.000 NETO. PIA MARTINICH VENTAS6@BPH.CL"
1058012-1512-AG24,18/6/2024,COMITÉ FARMACIA MAYO / AMBRISENTÁN 10 MG CM,PEDIDO COMITÉ FARMACIA MAYO. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 3 DÍA HÁBILES SEGÚN COTIZACIÓN. REF 1058012-370-COT24. COMITÉ FARMACIA N°4 DEL 29-04-2024.,$994.440,000,000,188944,1183384,Fármarcos,GLAXOSMITHKLINE CHILE FARMACEUTICA LIMITADA,85.025.700-0,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE",Grande,Región Metropolitana de Santiago,85121902,AMBRISENTAM 10 MG CM,30,Comprimido,33.148,994440,1058012-370-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE AMBRISENTAM 10 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR. (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y NO ADJUNTEN DOCUMENTOS.",85121902,85.025.700-0,60000000109532 VOLIBRIS 10mg x 30 Comprimidos recubiertos (I) AMBRISENTÁN VENCIMIENTO:Mayor a 12 Meses - ISP: F-22308/20. Despacho 3 días hábiles. Monto mínimo $250.000 Netos.
1058012-6874-AG25,24/4/2025,"URGENTE FARMACIA AMBULATORIA ABRIL / RH-DORNASA-ALFA SOL. INHALACION 2,5 MG 2,5 ML AMP",PEDIDO URGENTE FARMACIA AMBULATORIA ABRIL. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 3 A 5 DÍAS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN REF 1058012-239-COT25.,$3.660.000,000,000,695400,4355400,Fármarcos,CLINICAL MARKET S.A.,76.111.113-2,"VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS| VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| EMPRESAS DE ASESORIA, CONSULTORIA FINANCIERA Y DE APOYO AL GIRO",Grande,Región Metropolitana de Santiago,51161708,"RH-DORNASA-ALFA SOL. INHALACION 2,5 MG 2,5 ML AMP",120,Ampolla,30.500,3660000,1058012-239-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE RH-DORNASA-ALFA SOL. INHALACION 2,5 MG 2,5 ML AMP. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN SOLICITADA.",51161708,76.111.113-2,VISCOZYME 2.5MG 2.5ML X 30 AMP RH-Dornasa Alfa. REG. ISP B-2934/22. PROCEDENTE F. HOFFMANN - LA ROCHE LTD. SUIZA Vence:31-03-2026. Stock disponible. Entrega 3 a 5 días.
1058012-7452-AG25,6/12/2025,FALTA CENABAST / ALBUMINA HUMANA 20% SOL. PERF.IV FAM 50ML,PEDIDO FALTAS CENABAST JUNIO. COMPRA AGIL. DESPACHO A CARGO DEL PROVEEDOR. 1058012-397-COT25,$5.700.000,000,000,1083000,6783000,Fármarcos,GRIFOLS CHILE S A,96.582.310-7,VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| LABORATORIOS CLINICOS INCLUYE BANCOS DE SANGRE,Grande,Región Metropolitana de Santiago,51131909,ALBUMINA HUMANA 20% SOL. PERF.IV FAM 50ML,190,Frasco Ampolla,30.000,5700000,1058012-397-COT25,"EL HCM REQUIERE ALBUMINA HUMANA 20% SOL. PERF.IV FAM 50ML. INDICAR FECHA DE ENTREGA EN BODEGA HCM, FACTOR EMPAQUE, FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA DE NO RESPETAR FECHA ESTIMADA DE ENTREGA. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $1, O QUE SOBREPASE EL VALOR DEL MONTO ESTIMADO O NO CUMPLA CON LOS DIAS Y DOC. SOLICITADOS.",51131909,96.582.310-7,"COD.734005 ALBUMINA HUMANA al 20% 50 ML. Fecha de entrega 2 días hábiles una vez recibida la OC, FA envase unitario. Vcto Mayor a 12 meses. Reg ISP B-1043/21"
1058012-7481-AG25,19/6/2025,COMITÉ FARMACIA JUNIO / AMBRISENTÁN 10 MG CM,PEDIDO COMITÉ FARMACIA JUNIO. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 72 HRS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. ZGEN 100003751. REF 1058012-428-COT25.,$5.341.680,000,000,1014919,6356599,Fármarcos,GLAXOSMITHKLINE CHILE FARMACEUTICA LIMITADA,85.025.700-0,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE",Grande,Región Metropolitana de Santiago,51161626,AMBRISETAN 10 MG CM,180,Comprimido,29.676,5341680,1058012-428-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE AMBRISETAN 10 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO Y FECHA ESPECIFICA DE ENTREGA (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",51161626,85.025.700-0,"Validez de la oferta 90 días. Facturación mínima $500.000.- neto. Vencimiento superior a doce meses, ENTREGA: 72 Horas hábiles una vez aceptada la orden de compra. Condiciones Comerciales punto 10, Flete incluido. contacto gsk.ordenesdecompra@gsk.com"
1058012-3977-AG23,1/2/2024,FARMACIA PROG. VIH / LECHE SUSTITUTA DE LECHE MATERNA,PEDIDO FARMACIA [PROGR. VIH]. ADQUISIÓN VÍA COMPRA ÁGIL. FLETE CARGO DEL PROVEEDOR. REF 1058012-766-COT23,$1.238.400,000,000,235296,1473696,Fármarcos,ACQUA INVERSIONES SPA,77.423.498-5,VENTA AL POR MAYOR NO ESPECIALIZADA,N/A,Región Metropolitana de Santiago,51191603,LECHE SUSTITUTA DELECHE MATERNA NAN 1 800 GR.,48,Tarro,25.800,1238400,1058012-766-COT23,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE LECHE SUSTITUTA DELECHE MATERNA NAN 1 900 GR.. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (GR), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51191603,77.423.498-5,"COSTO FLETE INCLUIDO, DESPACHO DE 24 A 48 HORAS, UNA VEZ ACEPTADA LA ORDEN DE COMPRA, SIN MÍNIMO DE FACTURACIÓN, VENCE SUPERIOR A 12 MESES (DSR) dsanchezr@acquainversiones.cl contacto +569 3582 9651"
1058012-7412-AG25,6/11/2025,COMITÉ FARMACIA JUNIO / DEUCRAVACITINIB 6 MG CM,PEDIDO COMITÉ FARMACIA JUNIO. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 3 DÍAS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. REF 1058012-398-COT25.,$5.626.560,000,000,1069046,6695606,Fármarcos,FARMACIAS PEDRO ITURRIETA MELENDEZ E.I.R.L.,76.764.759-K,,Pequeña,Región Metropolitana de Santiago,85121902,DEUCRAVACITINIB 6 MG CM,240,Comprimido,23.444,5626560,1058012-398-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE DEUCRAVACITINIB 6 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO Y FECHA ESPECIFICA DE ENTREGA (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",85121902,76.764.759-K,SOTYKTU 6 MG X 30 COMP. vence 10/26 despacho GRATIS 48 horas una vez aceptada al OC se adjunta ficha fono: 992657125
